num_pages,memory_size,locality,sequence_len,frames_to_pages,freq_var,best_algo
29,6,0.19,125,0.20689655172413793,0.487812855033597,FIFO
12,2,0.72,22,0.16666666666666666,0.27793610774003963,Optimal
44,4,0.41,125,0.09090909090909091,0.4081645260851303,LRU
29,11,0.72,65,0.3793103448275862,0.18322833346556514,Optimal
31,3,0.37,32,0.0967741935483871,0.3684404433835032,LRU
40,7,0.81,77,0.175,0.025038241694780878,Optimal
21,10,0.91,140,0.47619047619047616,0.06394868465126646,Optimal
20,4,0.81,89,0.2,0.16890728027262225,Optimal
41,11,0.38,144,0.2682926829268293,0.4209977703907756,LRU
14,9,0.25,173,0.6428571428571429,0.3392798462700348,Optimal
25,7,0.68,168,0.28,0.04037255753905867,LRU
8,10,0.4,36,1.25,0.3776292241521309,LRU
8,4,0.11,99,0.5,0.26957644312641876,Optimal
8,9,0.59,181,1.125,0.26216714832962257,LRU
23,4,0.5,129,0.17391304347826086,0.11704988126715955,LRU
28,11,0.69,178,0.39285714285714285,0.2612114562788462,LRU
23,5,0.16,132,0.21739130434782608,0.41211864082744976,FIFO
22,5,0.11,66,0.22727272727272727,0.8886763566257526,FIFO
49,2,0.43,23,0.04081632653061224,0.3115333550500816,LRU
31,7,0.94,143,0.22580645161290322,0.0267269794043844,Optimal
13,11,0.58,80,0.8461538461538461,0.412306458282808,LRU
7,2,0.58,137,0.2857142857142857,0.14522076616972313,LRU
21,4,0.9,189,0.19047619047619047,0.08674552178881399,Optimal
30,4,0.39,83,0.13333333333333333,0.16316967839760624,LRU
25,11,0.89,119,0.44,0.02421451726917843,Optimal
8,8,0.86,182,1.0,0.06904318852951263,Optimal
40,7,0.1,193,0.175,0.5842823710768894,FIFO
35,5,0.64,55,0.14285714285714285,0.040342450964021656,LRU
28,11,0.3,154,0.39285714285714285,0.22559664341535987,LRU
32,9,0.93,163,0.28125,0.054842090532331675,Optimal
46,10,0.75,63,0.21739130434782608,0.06018590599077579,Optimal
40,9,0.09,101,0.225,0.8333722742890726,FIFO
25,5,0.33,26,0.2,0.11911404028981554,LRU
19,3,0.71,167,0.15789473684210525,0.062404922427266064,Optimal
11,6,0.1,139,0.5454545454545454,0.3007278106792614,Optimal
41,11,0.93,88,0.2682926829268293,0.048212999892866655,Optimal
30,6,0.56,166,0.2,0.1662447023757853,LRU
25,10,0.21,180,0.4,0.1865364952305385,Optimal
8,11,0.13,105,1.375,0.526437443225217,Optimal
21,9,0.15,117,0.42857142857142855,0.3940430753898094,Optimal
47,10,0.76,196,0.2127659574468085,0.14140425494601153,Optimal
10,7,0.81,93,0.7,0.04734744636792014,Optimal
6,7,0.81,85,1.1666666666666667,0.03568318925092024,Optimal
20,4,0.64,105,0.2,0.13015036937725905,LRU
44,7,0.78,157,0.1590909090909091,0.21565623995875863,Optimal
36,8,0.83,173,0.2222222222222222,0.06752290492533913,Optimal
26,9,0.16,98,0.34615384615384615,0.7489638823433561,Optimal
32,10,0.55,47,0.3125,0.35766505290554607,LRU
6,10,0.13,150,1.6666666666666667,0.7989194211896017,Optimal
37,11,0.5,25,0.2972972972972973,0.2173697005625892,LRU
27,10,0.41,190,0.37037037037037035,0.4708498928413489,LRU
15,9,0.22,27,0.6,0.279570846575372,Optimal
32,10,0.57,104,0.3125,0.16387910242969378,LRU
13,9,0.52,79,0.6923076923076923,0.34862841904892267,LRU
16,3,0.34,150,0.1875,0.28168183756060217,LRU
31,3,0.2,180,0.0967741935483871,0.510641093145693,FIFO
12,6,0.71,195,0.5,0.06869921792101323,Optimal
8,7,0.92,38,0.875,0.07153397852532835,Optimal
16,8,0.92,82,0.5,0.04294584678751185,Optimal
25,3,0.2,121,0.12,0.7854433696552557,FIFO
31,6,0.55,116,0.1935483870967742,0.05689248443646888,LRU
24,3,0.24,152,0.125,0.7418448547437024,FIFO
32,10,0.79,197,0.3125,0.04193145616528308,Optimal
48,10,0.47,194,0.20833333333333334,0.36384559722296517,LRU
13,6,0.28,150,0.46153846153846156,0.6421246002406985,Optimal
34,11,0.27,175,0.3235294117647059,0.6156676857492097,Optimal
37,6,0.43,53,0.16216216216216217,0.23549394414165148,LRU
22,11,0.6,42,0.5,0.2635342842922352,LRU
26,2,0.81,158,0.07692307692307693,0.16327908281554981,Optimal
31,4,0.08,144,0.12903225806451613,0.6518750213984593,FIFO
6,4,0.67,175,0.6666666666666666,0.23545583627328112,LRU
10,10,0.64,20,1.0,0.3072013245787126,LRU
27,4,0.67,172,0.14814814814814814,0.09701237103102556,LRU
19,6,0.08,136,0.3157894736842105,0.4300776518048256,Optimal
18,5,0.83,58,0.2777777777777778,0.1405315926420126,Optimal
17,3,0.64,153,0.17647058823529413,0.2533172690574902,LRU
27,3,0.45,57,0.1111111111111111,0.16723153954713782,LRU
12,4,0.42,97,0.3333333333333333,0.3080745729399494,LRU
29,9,0.72,173,0.3103448275862069,0.27149333949811316,Optimal
26,10,0.31,198,0.38461538461538464,0.581970251084941,LRU
23,10,0.81,192,0.43478260869565216,0.1836405710596584,Optimal
13,8,0.53,38,0.6153846153846154,0.4161748741364721,LRU
18,9,0.68,80,0.5,0.05168218943329099,LRU
21,10,0.06,139,0.47619047619047616,0.3341188661818982,Optimal
18,6,0.32,97,0.3333333333333333,0.5228342376237413,LRU
8,5,0.84,21,0.625,0.11216387438460255,Optimal
26,10,0.94,35,0.38461538461538464,0.018933549175115073,Optimal
34,4,0.29,69,0.11764705882352941,0.4373702318609043,FIFO
25,6,0.28,120,0.24,0.46013807329883244,FIFO
37,6,0.13,156,0.16216216216216217,0.6109838058805155,FIFO
21,3,0.84,84,0.14285714285714285,0.019620441991927275,Optimal
27,9,0.34,95,0.3333333333333333,0.3418733423179724,LRU
19,10,0.36,71,0.5263157894736842,0.31938688828241213,LRU
44,6,0.62,39,0.13636363636363635,0.307770374255633,LRU
8,8,0.51,47,1.0,0.15227534104562918,LRU
16,4,0.64,181,0.25,0.18921867103073317,LRU
45,2,0.29,185,0.044444444444444446,0.11632568610948121,FIFO
29,3,0.38,31,0.10344827586206896,0.39907199580574026,LRU
31,9,0.26,125,0.2903225806451613,0.7210407721400998,Optimal
33,2,0.61,161,0.06060606060606061,0.25338380494759466,LRU
49,5,0.24,160,0.10204081632653061,0.44331312203232914,FIFO
12,5,0.15,109,0.4166666666666667,0.4390817455871257,Optimal
46,7,0.89,28,0.15217391304347827,0.09185153536962108,Optimal
45,2,0.15,70,0.044444444444444446,0.7580949481812874,FIFO
45,8,0.49,30,0.17777777777777778,0.07158778772281801,LRU
15,2,0.4,38,0.13333333333333333,0.2819513806433947,LRU
12,6,0.28,180,0.5,0.6058161689753989,Optimal
43,11,0.7,172,0.2558139534883721,0.20182836994951991,Optimal
27,8,0.09,103,0.2962962962962963,0.653317139150445,Optimal
6,5,0.4,146,0.8333333333333334,0.41783883705205194,LRU
41,4,0.59,187,0.0975609756097561,0.3181846996413063,LRU
37,11,0.34,60,0.2972972972972973,0.6253850727016415,LRU
33,10,0.63,70,0.30303030303030304,0.2346890434724433,LRU
14,3,0.17,140,0.21428571428571427,0.1982782092664603,FIFO
7,5,0.62,136,0.7142857142857143,0.34663903109175787,LRU
42,4,0.53,59,0.09523809523809523,0.3938653421174876,LRU
45,4,0.45,74,0.08888888888888889,0.34071394393360266,LRU
30,6,0.16,68,0.2,0.24733483194883552,FIFO
29,8,0.79,57,0.27586206896551724,0.18081922460509237,Optimal
47,3,0.41,192,0.06382978723404255,0.2052274035296273,LRU
42,11,0.58,127,0.2619047619047619,0.3437877687159373,LRU
7,4,0.82,98,0.5714285714285714,0.14101486617192335,Optimal
27,9,0.85,179,0.3333333333333333,0.06510827716407974,Optimal
40,2,0.52,53,0.05,0.12008360713386122,LRU
41,8,0.18,75,0.1951219512195122,0.6442872332577226,FIFO
24,4,0.07,165,0.16666666666666666,0.6260872397096201,FIFO
47,2,0.14,83,0.0425531914893617,0.5548731390763822,FIFO
38,5,0.57,84,0.13157894736842105,0.08373530467124381,LRU
49,3,0.49,139,0.061224489795918366,0.4996505221575789,LRU
7,5,0.14,193,0.7142857142857143,0.10995978217157189,Optimal
31,11,0.41,25,0.3548387096774194,0.460549429007544,LRU
19,6,0.31,141,0.3157894736842105,0.1411222942845264,LRU
46,6,0.48,153,0.13043478260869565,0.334177266192388,LRU
13,2,0.13,78,0.15384615384615385,0.8395690850741453,FIFO
21,7,0.54,184,0.3333333333333333,0.24384167748120836,LRU
17,3,0.2,72,0.17647058823529413,0.6802279725950616,FIFO
7,11,0.79,128,1.5714285714285714,0.057783905137220794,Optimal
25,6,0.92,122,0.24,0.04722759134325343,Optimal
5,9,0.95,160,1.8,0.0331805444639479,Optimal
15,5,0.41,36,0.3333333333333333,0.44906087717747045,LRU
22,9,0.34,171,0.4090909090909091,0.4346723250158029,LRU
41,8,0.41,47,0.1951219512195122,0.511708182189725,LRU
41,5,0.87,83,0.12195121951219512,0.08238269654218992,Optimal
38,7,0.53,159,0.18421052631578946,0.06306620127160802,LRU
15,8,0.16,39,0.5333333333333333,0.4368872503867781,Optimal
16,7,0.18,166,0.4375,0.46052198311663184,Optimal
48,5,0.83,121,0.10416666666666667,0.09693395424703609,Optimal
28,8,0.4,198,0.2857142857142857,0.5430043806850854,LRU
31,3,0.45,194,0.0967741935483871,0.43344125835408526,LRU
8,8,0.91,67,1.0,0.0896859589207947,Optimal
12,5,0.05,100,0.4166666666666667,0.8191583703470366,Optimal
36,9,0.11,57,0.25,0.29409409964906835,Optimal
9,8,0.07,41,0.8888888888888888,0.6686233495143792,Optimal
47,4,0.67,61,0.0851063829787234,0.22086560065985084,LRU
25,3,0.35,54,0.12,0.18826240386231385,LRU
34,4,0.95,27,0.11764705882352941,0.04975918887019995,Optimal
44,8,0.05,86,0.18181818181818182,0.7258784383701081,FIFO
29,6,0.72,56,0.20689655172413793,0.029427785261450956,Optimal
12,6,0.79,146,0.5,0.18815618806987364,Optimal
39,3,0.14,42,0.07692307692307693,0.4634239246824212,FIFO
18,5,0.42,121,0.2777777777777778,0.21780369193914767,LRU
12,4,0.62,192,0.3333333333333333,0.2766326464171129,LRU
49,4,0.52,35,0.08163265306122448,0.34251541424694965,LRU
21,8,0.81,143,0.38095238095238093,0.13991178761260534,Optimal
6,3,0.69,130,0.5,0.08990037945535201,LRU
38,8,0.41,139,0.21052631578947367,0.2741095307941378,LRU
31,7,0.34,72,0.22580645161290322,0.566285063328305,LRU
21,10,0.25,32,0.47619047619047616,0.4823578398292806,Optimal
23,10,0.73,50,0.43478260869565216,0.2429441565044919,Optimal
27,11,0.58,73,0.4074074074074074,0.06913125475362193,LRU
36,3,0.27,175,0.08333333333333333,0.22716731124673303,FIFO
28,7,0.56,23,0.25,0.10057888069040703,LRU
27,9,0.29,138,0.3333333333333333,0.17236082835235553,Optimal
38,3,0.79,146,0.07894736842105263,0.03126875458152882,Optimal
16,2,0.34,112,0.125,0.09383003366539625,LRU
36,7,0.69,106,0.19444444444444445,0.19373135846983972,LRU
12,10,0.36,191,0.8333333333333334,0.4907607363435932,LRU
33,10,0.37,166,0.30303030303030304,0.3833461308018688,LRU
38,5,0.76,162,0.13157894736842105,0.22768450443226518,Optimal
23,2,0.39,75,0.08695652173913043,0.5902790506530693,LRU
41,2,0.67,176,0.04878048780487805,0.14813169522032715,LRU
31,10,0.68,157,0.3225806451612903,0.0720653644806332,LRU
25,6,0.84,120,0.24,0.15511084073852954,Optimal
48,2,0.66,44,0.041666666666666664,0.12520397584366957,LRU
25,5,0.75,159,0.2,0.2498799058485169,Optimal
21,6,0.5,122,0.2857142857142857,0.27518051556959056,LRU
45,4,0.46,165,0.08888888888888889,0.36233013460927965,LRU
39,10,0.1,32,0.2564102564102564,0.42736858984214193,Optimal
17,5,0.82,35,0.29411764705882354,0.07812818159529021,Optimal
42,7,0.84,119,0.16666666666666666,0.11360510084464638,Optimal
49,3,0.41,27,0.061224489795918366,0.40502071281343394,LRU
22,4,0.33,191,0.18181818181818182,0.30526393728973644,LRU
44,7,0.23,119,0.1590909090909091,0.1361415461836371,FIFO
47,4,0.65,68,0.0851063829787234,0.07012634688120206,LRU
14,6,0.29,72,0.42857142857142855,0.5106603996112128,Optimal
17,6,0.87,21,0.35294117647058826,0.015261332817359322,Optimal
40,11,0.08,150,0.275,0.4267519107270316,Optimal
21,7,0.29,48,0.3333333333333333,0.36755680689078896,Optimal
40,11,0.52,84,0.275,0.18272518662009354,LRU
32,2,0.52,46,0.0625,0.2965535342046722,LRU
46,10,0.16,153,0.21739130434782608,0.41324376485697617,FIFO
36,6,0.36,74,0.16666666666666666,0.3623452639624455,LRU
16,6,0.63,154,0.375,0.3297919532438461,LRU
13,9,0.75,64,0.6923076923076923,0.11455119091476315,Optimal
8,9,0.11,176,1.125,0.28652951161739776,Optimal
32,8,0.65,23,0.25,0.3367037873112842,LRU
13,8,0.76,115,0.6153846153846154,0.1646067843855037,Optimal
15,7,0.38,78,0.4666666666666667,0.46689997775312403,LRU
11,11,0.86,44,1.0,0.11244655382416045,Optimal
49,4,0.18,123,0.08163265306122448,0.7509386713688544,FIFO
35,2,0.36,71,0.05714285714285714,0.25830792122580554,LRU
35,10,0.67,45,0.2857142857142857,0.07674900415085419,LRU
9,5,0.62,73,0.5555555555555556,0.18014962784657976,LRU
42,3,0.27,80,0.07142857142857142,0.6965397759788524,FIFO
9,7,0.3,105,0.7777777777777778,0.5493382370441322,LRU
18,11,0.21,22,0.6111111111111112,0.19684809345213086,Optimal
33,9,0.24,127,0.2727272727272727,0.6530563702114475,Optimal
15,3,0.82,175,0.2,0.12477642984406333,Optimal
45,5,0.91,67,0.1111111111111111,0.04194059966988522,Optimal
30,10,0.25,120,0.3333333333333333,0.3699722228242941,Optimal
23,8,0.12,137,0.34782608695652173,0.09831941766361033,Optimal
10,5,0.8,48,0.5,0.18342178288033145,Optimal
38,2,0.91,99,0.05263157894736842,0.08816194054731176,Optimal
12,11,0.48,115,0.9166666666666666,0.19707997059639742,LRU
34,2,0.46,100,0.058823529411764705,0.13307207549096303,LRU
28,3,0.74,105,0.10714285714285714,0.16711704764390087,Optimal
41,11,0.76,175,0.2682926829268293,0.0733941843943795,Optimal
47,6,0.25,123,0.1276595744680851,0.6474284104810016,FIFO
12,7,0.44,140,0.5833333333333334,0.2589932568249749,LRU
48,11,0.86,174,0.22916666666666666,0.13431072112284698,Optimal
5,10,0.73,86,2.0,0.12236733925376367,Optimal
34,4,0.1,122,0.11764705882352941,0.5574692946910398,FIFO
18,2,0.76,135,0.1111111111111111,0.10744580538451662,Optimal
31,3,0.64,133,0.0967741935483871,0.3283245947217651,LRU
30,5,0.14,29,0.16666666666666666,0.7360177095006409,FIFO
45,10,0.26,164,0.2222222222222222,0.1726865002011437,FIFO
49,10,0.91,158,0.20408163265306123,0.05462929600467676,Optimal
25,4,0.34,134,0.16,0.23380266318787424,LRU
11,8,0.9,59,0.7272727272727273,0.0460847586225742,Optimal
18,5,0.79,103,0.2777777777777778,0.1150350320556133,Optimal
49,9,0.22,166,0.1836734693877551,0.4948493415283501,FIFO
32,10,0.38,141,0.3125,0.5869577624407343,LRU
41,2,0.42,43,0.04878048780487805,0.489561812909701,LRU
40,3,0.75,43,0.075,0.17229640454483977,Optimal
7,3,0.84,135,0.42857142857142855,0.07723285870302794,Optimal
9,6,0.74,76,0.6666666666666666,0.16416087501851026,Optimal
10,6,0.7,187,0.6,0.09105383943741145,Optimal
42,6,0.32,22,0.14285714285714285,0.6082334409721342,LRU
26,5,0.92,57,0.19230769230769232,0.06068418103262329,Optimal
40,10,0.81,106,0.25,0.1232469029933302,Optimal
34,6,0.69,174,0.17647058823529413,0.10673136315994187,LRU
40,8,0.25,41,0.2,0.34040676069384757,FIFO
25,9,0.64,78,0.36,0.17028818783474722,LRU
46,11,0.07,181,0.2391304347826087,0.7463887474851912,FIFO
13,2,0.91,29,0.15384615384615385,0.04803126582124393,Optimal
21,5,0.9,130,0.23809523809523808,0.07429817476641178,Optimal
25,6,0.14,84,0.24,0.6343710258594252,FIFO
40,2,0.89,107,0.05,0.026743475370285867,Optimal
19,8,0.47,20,0.42105263157894735,0.11120854579152181,LRU
43,10,0.3,188,0.23255813953488372,0.19300157986258998,LRU
17,7,0.35,71,0.4117647058823529,0.15703587380106954,LRU
21,2,0.7,194,0.09523809523809523,0.1475375397929138,Optimal
5,2,0.39,34,0.4,0.3391632842915274,LRU
36,5,0.4,102,0.1388888888888889,0.4823724820692729,LRU
39,9,0.77,52,0.23076923076923078,0.2238432217132938,Optimal
8,9,0.68,102,1.125,0.23538363669344725,LRU
37,2,0.54,46,0.05405405405405406,0.24565744555840757,LRU
44,4,0.91,99,0.09090909090909091,0.01966891731490657,Optimal
14,10,0.19,191,0.7142857142857143,0.29244319280061654,Optimal
26,4,0.5,91,0.15384615384615385,0.16271055445662455,LRU
7,3,0.8,102,0.42857142857142855,0.13303880886873762,Optimal
20,9,0.1,132,0.45,0.10603448326127606,Optimal
15,6,0.37,164,0.4,0.59314184285258,LRU
9,10,0.84,88,1.1111111111111112,0.02584286084463405,Optimal
37,3,0.44,38,0.08108108108108109,0.3974806365337812,LRU
6,8,0.9,160,1.3333333333333333,0.0806375640662992,Optimal
11,8,0.23,166,0.7272727272727273,0.6211912863805985,Optimal
33,9,0.94,43,0.2727272727272727,0.020921231857156115,Optimal
14,10,0.93,81,0.7142857142857143,0.03967816264597746,Optimal
21,3,0.92,88,0.14285714285714285,0.07848494050695945,Optimal
45,6,0.22,188,0.13333333333333333,0.2215172829125819,FIFO
16,8,0.29,29,0.5,0.401228771102893,Optimal
39,3,0.31,93,0.07692307692307693,0.49735266538308326,LRU
30,8,0.12,176,0.26666666666666666,0.8210135886186897,Optimal
24,10,0.13,127,0.4166666666666667,0.4456313917362466,Optimal
39,3,0.29,53,0.07692307692307693,0.5207232867229343,FIFO
10,11,0.46,115,1.1,0.35046360470063004,LRU
45,5,0.27,21,0.1111111111111111,0.6420248312828813,FIFO
5,4,0.15,29,0.8,0.5533774853328112,Optimal
26,4,0.84,142,0.15384615384615385,0.1272113461838094,Optimal
40,3,0.39,47,0.075,0.40549012790956934,LRU
49,5,0.89,156,0.10204081632653061,0.05557517036814613,Optimal
5,11,0.41,65,2.2,0.15911506165285236,LRU
36,7,0.93,164,0.19444444444444445,0.03837654476258272,Optimal
31,7,0.34,104,0.22580645161290322,0.6092419063260439,LRU
32,5,0.44,92,0.15625,0.27694602993550377,LRU
23,9,0.26,62,0.391304347826087,0.49870037243269305,Optimal
46,3,0.69,187,0.06521739130434782,0.21346435176280457,LRU
27,5,0.06,82,0.18518518518518517,0.39515149348518164,FIFO
9,3,0.11,80,0.3333333333333333,0.4292419958704674,Optimal
37,3,0.38,157,0.08108108108108109,0.5558100839647679,LRU
23,5,0.89,96,0.21739130434782608,0.0888901808323556,Optimal
7,11,0.51,139,1.5714285714285714,0.484557880222492,LRU
12,4,0.74,92,0.3333333333333333,0.07425487278968874,Optimal
47,10,0.35,47,0.2127659574468085,0.6004254531769265,LRU
41,10,0.08,104,0.24390243902439024,0.43258907826129117,FIFO
47,7,0.43,183,0.14893617021276595,0.3314680838592526,LRU
47,6,0.76,37,0.1276595744680851,0.20214453926695364,Optimal
26,11,0.07,23,0.4230769230769231,0.5870247357092973,Optimal
11,7,0.08,148,0.6363636363636364,0.7249569228465177,Optimal
18,7,0.64,148,0.3888888888888889,0.3353847060179374,LRU
25,6,0.76,111,0.24,0.16747138715761714,Optimal
11,4,0.78,103,0.36363636363636365,0.11034784175355364,Optimal
8,6,0.06,159,0.75,0.30546357665238755,Optimal
46,8,0.28,80,0.17391304347826086,0.3012553748612105,FIFO
28,10,0.8,65,0.35714285714285715,0.18448191989718662,Optimal
36,6,0.34,196,0.16666666666666666,0.3663466871326435,LRU
43,2,0.34,80,0.046511627906976744,0.29928206150322123,LRU
49,4,0.36,188,0.08163265306122448,0.558678460192857,LRU
46,8,0.8,177,0.17391304347826086,0.09905790822494911,Optimal
26,10,0.19,184,0.38461538461538464,0.38068724087384065,Optimal
36,5,0.26,170,0.1388888888888889,0.360119322360154,FIFO
44,6,0.7,153,0.13636363636363635,0.24314669243270165,Optimal
34,7,0.54,177,0.20588235294117646,0.053919392105036816,LRU
47,11,0.84,141,0.23404255319148937,0.06701507111927908,Optimal
40,3,0.52,47,0.075,0.1823530777245179,LRU
43,8,0.27,146,0.18604651162790697,0.22687161469860154,FIFO
19,9,0.6,156,0.47368421052631576,0.1896790372683959,LRU
37,4,0.66,187,0.10810810810810811,0.2488567054316398,LRU
5,3,0.34,160,0.6,0.5830930179640141,LRU
38,2,0.5,80,0.05263157894736842,0.20174295900458844,LRU
28,11,0.51,32,0.39285714285714285,0.22180998357591944,LRU
7,8,0.75,122,1.1428571428571428,0.11933612376235495,Optimal
21,10,0.66,150,0.47619047619047616,0.20556755825131864,LRU
47,11,0.28,44,0.23404255319148937,0.545893104767736,FIFO
13,9,0.73,112,0.6923076923076923,0.22659737218486872,Optimal
20,10,0.49,198,0.5,0.18204853007439684,LRU
11,4,0.79,188,0.36363636363636365,0.1878038167099736,Optimal
7,6,0.42,76,0.8571428571428571,0.477446658239479,LRU
6,9,0.84,123,1.5,0.1554014769353093,Optimal
32,5,0.63,192,0.15625,0.18700936429970824,LRU
17,7,0.44,142,0.4117647058823529,0.07759012778003309,LRU
7,4,0.11,83,0.5714285714285714,0.5763355576398943,Optimal
8,5,0.09,126,0.625,0.8520872014526267,Optimal
34,3,0.65,68,0.08823529411764706,0.15257096425945865,LRU
35,3,0.75,67,0.08571428571428572,0.03995424829966123,Optimal
12,10,0.58,120,0.8333333333333334,0.23896566601217062,LRU
43,11,0.73,118,0.2558139534883721,0.19009126603126436,Optimal
48,8,0.65,146,0.16666666666666666,0.31547899792408846,LRU
33,11,0.87,150,0.3333333333333333,0.06368008402387447,Optimal
30,5,0.82,81,0.16666666666666666,0.04334922799258331,Optimal
46,7,0.4,123,0.15217391304347827,0.22946647644118437,LRU
44,3,0.43,157,0.06818181818181818,0.31712159877696255,LRU
19,2,0.58,197,0.10526315789473684,0.18669793295695464,LRU
30,8,0.64,132,0.26666666666666666,0.1241105167715774,LRU
42,10,0.29,185,0.23809523809523808,0.5491207792210815,FIFO
5,6,0.68,32,1.2,0.2205562137026141,LRU
11,7,0.11,151,0.6363636363636364,0.458679864998474,Optimal
10,9,0.13,120,0.9,0.6725576037646522,Optimal
37,9,0.08,82,0.24324324324324326,0.31059560176643775,FIFO
25,4,0.79,79,0.16,0.028367091604953647,Optimal
10,10,0.86,176,1.0,0.06898886943992873,Optimal
17,7,0.13,27,0.4117647058823529,0.2819738403734174,Optimal
42,5,0.86,50,0.11904761904761904,0.11496984697609988,Optimal
14,4,0.95,182,0.2857142857142857,0.030702303438006274,Optimal
20,2,0.92,168,0.1,0.06442915407741699,Optimal
15,6,0.26,185,0.4,0.08542175475552195,Optimal
28,3,0.69,119,0.10714285714285714,0.04186370665585872,LRU
19,11,0.56,104,0.5789473684210527,0.20332464227398375,LRU
23,10,0.11,48,0.43478260869565216,0.695140863821923,Optimal
47,3,0.69,190,0.06382978723404255,0.19249640688193034,LRU
23,8,0.89,129,0.34782608695652173,0.04777710842228398,Optimal
32,6,0.62,152,0.1875,0.37850583944861815,LRU
16,3,0.63,132,0.1875,0.19056857811755204,LRU
42,10,0.5,51,0.23809523809523808,0.2546439541486975,LRU
22,8,0.83,139,0.36363636363636365,0.1610788739586787,Optimal
25,6,0.1,78,0.24,0.6546800027723655,FIFO
45,7,0.3,102,0.15555555555555556,0.5411104403484046,LRU
11,5,0.42,123,0.45454545454545453,0.4260826339878341,LRU
26,3,0.65,112,0.11538461538461539,0.33385448447215893,LRU
24,3,0.75,138,0.125,0.06357268975987213,Optimal
19,9,0.77,185,0.47368421052631576,0.13393856132238846,Optimal
30,3,0.57,85,0.1,0.39954600722642153,LRU
30,9,0.14,62,0.3,0.1262397584307456,Optimal
12,9,0.26,147,0.75,0.48446545182710893,Optimal
20,8,0.5,195,0.4,0.2189484993505607,LRU
27,9,0.85,92,0.3333333333333333,0.14962711648698637,Optimal
24,6,0.86,138,0.25,0.09199293715202213,Optimal
19,6,0.11,39,0.3157894736842105,0.36735317302257003,Optimal
16,2,0.65,61,0.125,0.3304590479016767,LRU
23,3,0.11,127,0.13043478260869565,0.223662620847836,FIFO
24,3,0.29,157,0.125,0.11881075011958778,FIFO
19,6,0.53,56,0.3157894736842105,0.36818073042651434,LRU
44,9,0.45,75,0.20454545454545456,0.13200786125030464,LRU
15,9,0.25,75,0.6,0.16253331030135887,Optimal
43,2,0.37,32,0.046511627906976744,0.09847426553842904,LRU
41,11,0.78,101,0.2682926829268293,0.08984373901145926,Optimal
28,9,0.12,149,0.32142857142857145,0.7448168734276014,Optimal
15,6,0.48,29,0.4,0.28857809986245636,LRU
28,4,0.05,79,0.14285714285714285,0.5120983423551306,FIFO
21,2,0.46,76,0.09523809523809523,0.40158061702319725,LRU
38,10,0.22,108,0.2631578947368421,0.4811498777133281,Optimal
16,9,0.65,125,0.5625,0.13387078146757822,LRU
43,2,0.74,59,0.046511627906976744,0.11292333945410418,Optimal
31,6,0.49,95,0.1935483870967742,0.27278001626097387,LRU
23,8,0.16,67,0.34782608695652173,0.39154442951950297,Optimal
43,5,0.42,81,0.11627906976744186,0.5295215635041209,LRU
49,2,0.79,153,0.04081632653061224,0.12830046308896928,Optimal
30,7,0.26,58,0.23333333333333334,0.6949269569804325,FIFO
17,7,0.17,139,0.4117647058823529,0.2213969554713428,Optimal
34,4,0.25,169,0.11764705882352941,0.4825994132146876,FIFO
42,9,0.55,81,0.21428571428571427,0.10291545467961918,LRU
18,4,0.9,95,0.2222222222222222,0.060110641983536904,Optimal
35,6,0.21,108,0.17142857142857143,0.09694375289811585,FIFO
35,6,0.84,146,0.17142857142857143,0.05390761789859362,Optimal
17,11,0.76,39,0.6470588235294118,0.10533054216248842,Optimal
21,7,0.29,148,0.3333333333333333,0.295429188515871,Optimal
21,9,0.49,128,0.42857142857142855,0.4846015710665327,LRU
12,9,0.88,130,0.75,0.11011093160297253,Optimal
43,6,0.47,35,0.13953488372093023,0.3464759926157115,LRU
22,2,0.68,32,0.09090909090909091,0.25360128149562955,LRU
33,3,0.2,113,0.09090909090909091,0.22720282817427662,FIFO
21,9,0.25,162,0.42857142857142855,0.6896588591197347,Optimal
14,6,0.1,199,0.42857142857142855,0.31556129043131737,Optimal
13,7,0.95,63,0.5384615384615384,0.006123724795267238,Optimal
38,10,0.35,159,0.2631578947368421,0.48888999780586295,LRU
18,10,0.6,91,0.5555555555555556,0.37205229448123706,LRU
16,2,0.6,61,0.125,0.18115368768564621,LRU
15,8,0.16,36,0.5333333333333333,0.2433507757121443,Optimal
33,6,0.56,170,0.18181818181818182,0.41123265151217364,LRU
26,3,0.34,73,0.11538461538461539,0.11800390643250167,LRU
39,4,0.36,68,0.10256410256410256,0.25535040886565724,LRU
6,9,0.89,175,1.5,0.07013194961499346,Optimal
10,4,0.22,47,0.4,0.6733726829809724,Optimal
41,4,0.51,196,0.0975609756097561,0.17319267456858362,LRU
17,5,0.66,124,0.29411764705882354,0.14014710876750197,LRU
23,11,0.3,123,0.4782608695652174,0.26729281715275954,LRU
32,2,0.13,67,0.0625,0.7404697117701565,FIFO
16,9,0.9,133,0.5625,0.09357675059038545,Optimal
48,10,0.27,95,0.20833333333333334,0.25232814653858754,FIFO
18,10,0.87,86,0.5555555555555556,0.04185905804923256,Optimal
46,10,0.73,123,0.21739130434782608,0.16742754038466348,Optimal
7,9,0.79,46,1.2857142857142858,0.03150944359760706,Optimal
19,4,0.24,63,0.21052631578947367,0.35725908239566134,FIFO
38,8,0.85,103,0.21052631578947367,0.11725770013584691,Optimal
8,8,0.32,131,1.0,0.2342395069399142,LRU
